id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
168,2,1,18,What do rust streaks around lug nuts indicate?,Normal wear,The lug nuts may be loose,The vehicle was recently in rain,The lug nuts are new,B,"Rust streaks coming from the lug nuts are a telltale sign that the lug nuts may be loose. Loose lug nuts can lead to wheel separation, which is an extremely dangerous situation.",knowledge-test-class-a-2-q18-what-do-rust-streaks-around-lug-nuts-indicate,2026-02-14 23:53:25.617005+00
169,2,1,19,What should you look for when inspecting wheels and rims?,Only the wheel size,"Cracks, dents, missing or broken lugs, and signs of misalignment",Only the rim color,Only the wheel weight,B,"Inspect wheels and rims for cracks, dents, out-of-round conditions, missing or broken lug nuts, and any signs of misalignment. Damaged wheels can fail catastrophically at highway speeds.",knowledge-test-class-a-2-q19-what-should-you-look-for-when-inspecting-wheels-and-rims,2026-02-14 23:53:25.617005+00
170,2,1,20,What components should be inspected as part of the suspension system?,Only the tires,"Springs, air bags, shock absorbers, and torque rods",Only the frame,Only the axles,B,"The suspension system inspection should cover leaf springs (for cracks or missing leaves), air bags (for leaks or damage), shock absorbers (for leaks), and torque rods and bushings (for wear or damage).",knowledge-test-class-a-2-q20-what-components-should-be-inspected-as-part-of-the-suspensio,2026-02-14 23:53:25.617005+00
171,2,1,21,What is the maximum allowable play in brake slack adjusters?,1/2 inch,1 inch,1-1/2 inches,2 inches,B,Slack adjusters should have no more than approximately 1 inch of play when pulled by hand. Excessive slack adjuster travel means the brakes are out of adjustment and may not provide adequate stopping power.,knowledge-test-class-a-2-q21-what-is-the-maximum-allowable-play-in-brake-slack-adjusters,2026-02-14 23:53:25.617005+00
172,2,1,22,"During brake inspection, what components should you check?",Only brake pads,"Brake pads or shoes, drums or rotors, hoses, and slack adjusters",Only brake fluid,Only the brake pedal,B,"A thorough brake inspection includes checking brake pads or shoes for wear, drums or rotors for cracks or damage, brake hoses for leaks or wear, and slack adjusters for proper adjustment.",knowledge-test-class-a-2-q22-during-brake-inspection-what-components-should-you-check,2026-02-14 23:53:25.617005+00
173,2,1,23,What is the maximum allowable steering wheel play for a vehicle with power steering?,5 degrees,10 degrees,15 degrees,20 degrees,B,"For a vehicle with power steering, the steering wheel should have no more than 10 degrees of play (approximately 2 inches of movement on a 20-inch steering wheel) before the front wheels begin to move.",knowledge-test-class-a-2-q23-what-is-the-maximum-allowable-steering-wheel-play-for-a-vehi,2026-02-14 23:53:25.617005+00
174,2,1,24,What components are part of the steering system inspection?,Only the steering wheel,"Steering box, power steering hoses and fluid, linkage, and steering play",Only the tires,Only the tie rods,B,"The steering system inspection includes the steering box (for leaks and secure mounting), power steering hoses and fluid level, all linkage components (for wear and damage), and checking for excessive steering wheel play.",knowledge-test-class-a-2-q24-what-components-are-part-of-the-steering-system-inspection,2026-02-14 23:53:25.617005+00
175,2,1,25,What is Step 6 of the seven-step inspection method?,Brake check,Walk-around inspection,Check signal lights,Engine compartment check,C,"Step 6 is checking the signal lights. Have someone observe from outside or use a wall reflection to verify that turn signals, brake lights, and four-way flashers are all working properly.",knowledge-test-class-a-2-q25-what-is-step-6-of-the-seven-step-inspection-method,2026-02-14 23:53:25.617005+00
176,2,1,26,What is Step 7 of the seven-step inspection method?,Check the engine,Walk-around inspection,Brake check,Check signal lights,C,"Step 7 is the brake check. This includes testing the parking brake, service brake, and for vehicles with air brakes, performing specific air brake tests to ensure the braking system is functioning properly.",knowledge-test-class-a-2-q26-what-is-step-7-of-the-seven-step-inspection-method,2026-02-14 23:53:25.617005+00
177,2,1,27,How do you test the parking brake during Step 7?,Press the service brake pedal,"Engage the parking brake, then gently try to move the vehicle in a low gear",Rev the engine,Flash the headlights,B,"To test the parking brake, apply it with the vehicle stopped, then gently try to move the vehicle forward in a low gear. The parking brake should hold the vehicle in place. If it does not, the parking brake needs repair.",knowledge-test-class-a-2-q27-how-do-you-test-the-parking-brake-during-step-7,2026-02-14 23:53:25.617005+00
178,2,1,28,How do you test the service brake during Step 7?,Only check the brake fluid level,"Drive at about 5 mph and firmly apply the brakes to check for pulling, unusual feel, or delayed stopping",Press the brake pedal while parked only,Only check the brake lights,B,"To test the service brakes, drive the vehicle forward at about 5 mph and firmly apply the brakes. The vehicle should stop smoothly and promptly without pulling to one side, making unusual noises, or feeling spongy.",knowledge-test-class-a-2-q28-how-do-you-test-the-service-brake-during-step-7,2026-02-14 23:53:25.617005+00
179,2,1,29,"For air brake vehicles, air pressure must build from 50 to 90 psi within what time frame?",1 minute,2 minutes,3 minutes,5 minutes,C,"Air pressure must build from 50 to 90 psi within 3 minutes with the engine at operating RPM. If it takes longer, the air compressor may be defective or there may be a leak in the system.",knowledge-test-class-a-2-q29-for-air-brake-vehicles-air-pressure-must-build-from-50-to-90,2026-02-14 23:53:25.617005+00
180,2,1,30,At what psi range should the governor cut out the air compressor?,80-100 psi,100-120 psi,120-140 psi,140-160 psi,C,"The governor should cut out the air compressor at approximately 120 to 140 psi. This prevents over-pressurization of the air brake system. If the compressor does not cut out in this range, the system needs repair.",knowledge-test-class-a-2-q30-at-what-psi-range-should-the-governor-cut-out-the-air-compre,2026-02-14 23:53:25.617005+00
181,2,1,31,The low air pressure warning device must activate before air pressure drops below what level?,40 psi,50 psi,60 psi,80 psi,C,The low air pressure warning signal must activate before the air pressure drops below 60 psi. This warning gives the driver time to safely stop the vehicle before air pressure drops low enough for the spring brakes to lock.,knowledge-test-class-a-2-q31-the-low-air-pressure-warning-device-must-activate-before-air,2026-02-14 23:53:25.617005+00
182,2,1,32,At what pressure should the safety relief (pop-off) valve open?,100 psi,120 psi,140 psi,150 psi,D,"The safety relief valve is designed to open at approximately 150 psi to protect the air system from over-pressurization. If the governor fails to cut out the compressor, the safety valve prevents dangerous pressure buildup.",knowledge-test-class-a-2-q32-at-what-pressure-should-the-safety-relief-pop-off-valve-open,2026-02-14 23:53:25.617005+00
183,2,1,33,What should you check regarding ABS indicator lights during the in-cab inspection?,ABS lights should stay on while driving,ABS light on the dash should come on during the bulb check at startup and then turn off,ABS lights should flash continuously,ABS lights are not important to check,B,"The ABS indicator light on the dashboard should illuminate briefly when you turn on the ignition as part of the bulb check, and then turn off. If the light stays on, it indicates a malfunction in the ABS system.",knowledge-test-class-a-2-q33-what-should-you-check-regarding-abs-indicator-lights-during,2026-02-14 23:53:25.617005+00
184,2,1,34,What should you inspect regarding the exhaust system during the walk-around?,Only the muffler brand,"Check for leaks, loose parts, damage, and that it is properly mounted",Only the tailpipe size,Exhaust inspection is not required,B,"Inspect the exhaust system for leaks at connections, loose or broken mounting brackets, holes or cracks in the muffler or pipes, and any signs of exhaust blowing against wiring or fuel lines, which creates a fire hazard.",knowledge-test-class-a-2-q34-what-should-you-inspect-regarding-the-exhaust-system-during,2026-02-14 23:53:25.617005+00
185,2,1,35,Why are exhaust leaks particularly dangerous?,They reduce fuel economy,Exhaust fumes can enter the cab and cause driver drowsiness or carbon monoxide poisoning,They make the vehicle louder,They are only a cosmetic issue,B,"Exhaust leaks are extremely dangerous because exhaust fumes, including carbon monoxide, can enter the cab. Carbon monoxide is odorless and colorless and can cause drowsiness, impaired judgment, unconsciousness, or death.",knowledge-test-class-a-2-q35-why-are-exhaust-leaks-particularly-dangerous,2026-02-14 23:53:25.617005+00
186,2,1,36,What should you look for when inspecting the frame and cross members?,Only the paint condition,"Cracks, bends, broken welds, holes, and loose or missing bolts",Only the frame color,Frame inspection is not part of pre-trip,B,"Inspect the frame and cross members for cracks, bends, broken welds, holes from corrosion, and any loose or missing bolts or fasteners. The frame is the structural backbone of the vehicle and must be in sound condition.",knowledge-test-class-a-2-q36-what-should-you-look-for-when-inspecting-the-frame-and-cross,2026-02-14 23:53:25.617005+00
187,2,1,37,What electrical components should be inspected during the walk-around?,Only the headlights,"Wiring for damage, all lights functioning, reflectors clean and present, and reflective tape intact",Only the battery,Only the turn signals,B,"The electrical system inspection includes checking wiring for loose connections or damage, verifying all lights are functioning and the correct color, ensuring reflectors are clean and present, and confirming reflective tape is intact.",knowledge-test-class-a-2-q37-what-electrical-components-should-be-inspected-during-the-wa,2026-02-14 23:53:25.617005+00
